2308.923 3457.113 5613.141 9461.117 11178.921 Burundi
156.334 228.443 415.144 698.695 788.474 Comoros
62.001 159.667 588.356 830.802 887.861 Djibouti
1142.15 1805.48 3139.083 4689.664 5227.791 Eritrea
18128.034 28414.999 48057.094 87561.814 99390.75 Ethiopia
6076.757 11252.466 23446.229 40328.313 46050.302 Kenya
4083.554 6576.301 11545.782 21079.532 24235.39 Madagascar
2953.871 4603.739 9408.998 14769.824 17215.232 Malawi
493.254 826.447 1055.865 1247.951 1273.212 Mauritius
15.141 36.965 94.78 208.723 240.015 Mayotte
6313.29 9262.078 13371.971 24321.457 27977.863 Mozambique
2186.187 3754.546 7259.74 10293.669 11609.666 Rwanda
36.322 52.364 70.627 93.081 96.471 Seychelles
2264.081 3445.42 6321.615 9581.714 10787.104 Somalia
2582.929 3647.097 5762.19 10056.475 12339.812 South Sudan
5158.193 9446.024 17384.369 33149.417 39032.383 Uganda
7649.766 13605.504 25458.208 45648.525 53470.42 United Republic of Tanzania
2316.95 4185.378 8143.142 13917.439 16211.767 Zambia
2746.854 5206.311 10484.771 13973.897 15602.751 Zimbabwe
4354.882 6300.969 11127.87 21219.954 25021.974 Angola
4466.498 6770.967 12070.359 20590.666 23344.179 Cameroon
1326.653 1828.71 2937.832 4444.973 4900.274 Central African Republic
2502.314 3644.911 5958.022 11896.38 14037.472 Chad
807.726 1335.09 2386.467 4066.078 4620.33 Congo
12183.661 20009.902 34962.676 65938.712 77266.814 Democratic Republic of the Congo
225.536 290.905 377.363 728.71 845.06 Equatorial Guinea
473.3 590.119 952.269 1541.936 1725.292 Gabon
60 74.251 113.575 170.88 190.344 Sao Tome and Principe
8872.247 14550.033 25912.364 36036.159 39666.519 Algeria
20897.237 34808.599 56397.273 82040.994 91508.084 Egypt
1113.382 2114.264 4398.419 6265.697 6278.438 Libya
8985.99 16039.6 24950.128 32107.739 34377.511 Morocco
5733.944 10232.758 20008.804 36114.885 40234.882 Sudan
3605.31 5060.393 8232.797 10639.194 11253.554 Tunisia
13.766 76.875 216.828 512.065 572.54 Western Sahara
412.533 693.021 1379.814 2047.831 2262.485 Botswana
733.942 1032.24 1597.534 2010.586 2135.022 Lesotho
485.274 780.386 1415.447 2193.643 2458.83 Namibia
13683.162 22502.502 36793.49 51621.594 54490.406 South Africa
273 445.844 862.728 1193.148 1286.97 Swaziland
2255.221 2907.769 5001.271 9509.798 10879.829 Benin
4284.457 5624.597 8811.033 15632.066 18105.57 Burkina Faso
178.066 270.197 341.256 490.379 520.502 Cabo Verde
271.372 447.283 916.811 1693.002 1990.924 Gambia
4980.878 8596.977 14628.26 24317.734 27409.893 Ghana
3093.651 4215.442 6034.082 11012.406 12608.59 Guinea
535.429 711.828 1056.208 1634.196 1844.325 Guinea-Bissau
930.026 1419.728 2102.877 3957.99 4503.438 Liberia
4708.425 5949.043 8482.075 15167.286 17599.694 Mali
660.491 1148.908 2023.665 3591.4 4067.564 Mauritania
2559.703 4497.355 7911.884 16291.99 19899.12 Niger
37859.745 56131.844 95617.345 159424.742 182201.962 Nigeria
4.972 4.885 5.531 4.173 3.961 Saint Helena
2476.638 4217.754 7514.201 12956.791 15129.273 Senegal
1944.001 2514.151 3931.208 5775.902 6453.184 Sierra Leone
1395.458 2115.521 3786.942 6390.851 7304.578 Togo
544112.923 808510.713 1154605.773 1340968.737 1376048.943 China
1973.998 3958.197 5794.034 6993.57 7287.983 China, Hong Kong SAR
196.482 250.997 359.735 534.626 587.606 China, Macao SAR
10549.469 14410.4 20194.354 24500.506 25155.317 Dem. People's Republic of Korea
82199.47 103707.537 122249.285 127319.802 126573.481 Japan
780.2 1278.825 2184.145 2712.657 2959.134 Mongolia
19211.386 31437.141 42972.254 49090.041 50293.439 Republic of Korea
6702.996 13109.992 16530.027 16310.624 17625.226 Kazakhstan
1740 2964.499 4394.502 5464.567 5939.962 Kyrgyzstan
1531.502 2919.586 5297.286 7581.696 8481.855 Tajikistan
1211 2188.499 3668 5041.995 5373.502 Turkmenistan
6945.397 11972.994 20515.248 27739.764 29893.488 Uzbekistan
7752.118 11121.097 12067.57 27962.207 32526.562 Afghanistan
37894.68 65048.701 105983.136 151616.777 160995.642 Bangladesh
176.795 291.457 535.505 720.246 774.83 Bhutan
376325.205 553943.226 870601.776 1230984.504 1311050.527 India
17119.263 28514.011 56169.196 74253.373 79109.272 Iran (Islamic Republic of)
73.715 115.703 223.179 332.575 363.657 Maldives
8483.321 11986.974 18741.688 26875.91 28513.7 Nepal
37542.38 58094.239 107607.639 170043.918 188924.874 Pakistan
8075.81 12487.493 17330.817 20201.312 20715.01 Sri Lanka
48.001 129.729 256.939 393.302 423.188 Brunei Darussalam
4432.716 7022.185 9008.856 14363.586 15577.899 Cambodia
69543.319 114834.781 181436.821 241613.126 257563.815 Indonesia
1682.916 2686.025 4247.839 6260.544 6802.023 Lao People's Democratic Republic
6109.907 10908.634 18211.097 28119.5 30331.007 Malaysia
17527.243 27166.045 42007.309 51733.013 53897.154 Myanmar
18580.487 35804.731 61947.34 93038.902 100699.395 Philippines
1022.098 2074.071 3016.4 5078.961 5603.74 Singapore
20710.356 36884.914 56582.824 66692.024 67959.359 Thailand
433.398 602.737 740.231 1057.122 1184.765 Timor-Leste
24809.903 43407.291 68209.604 88357.775 93447.601 Viet Nam
1353.506 2518.408 3544.695 2963.496 3017.712 Armenia
2895.997 5178.16 7216.503 9099.893 9753.968 Azerbaijan
115.614 213.102 495.944 1261.319 1377.237 Bahrain
494.014 613.619 766.611 1103.685 1165.3 Cyprus
3527.004 4707.327 5460.309 4250.132 3999.812 Georgia
5719.191 9917.982 17478.455 30868.156 36423.395 Iraq
1257.971 2849.623 4499.161 7420.368 8064.036 Israel
448.861 1654.769 3358.453 6517.912 7594.547 Jordan
152.25 750.184 2058.832 3059.473 3892.115 Kuwait
1334.618 2297.403 2703.019 4337.156 5850.743 Lebanon
456.418 723.85 1812.159 2943.747 4490.541 Oman
24.999 109.329 476.478 1765.513 2235.355 Qatar
3121.336 5836.394 16361.453 28090.647 31540.372 Saudi Arabia
931.926 1124.843 2101.156 4068.78 4668.466 State of Palestine
3413.329 6378.802 12451.539 20720.602 18502.413 Syrian Arab Republic
21238.496 34772.031 53994.605 72310.416 78665.83 Turkey
69.59 235.434 1811.458 8329.453 9156.963 United Arab Emirates
4402.32 6156.234 11961.099 23591.972 26832.215 Yemen
7745.003 9039.436 10231.983 9492.122 9495.826 Belarus
7250.999 8494.765 8821.111 7407.297 7149.787 Bulgaria
8902.619 9811.291 10323.701 10506.617 10543.186 Czech Republic
9337.723 10345.553 10385.061 10014.633 9855.023 Hungary
24824.013 32816.751 38195.258 38574.682 38611.794 Poland
2341.003 3594.516 4364.114 4084.483 4068.897 Republic of Moldova
16236.292 20549.016 23489.361 20298.838 19511.324 Romania
102798.657 130126.383 147568.552 143158.099 143456.918 Russian Federation
3436.574 4531.874 5277.709 5406.896 5426.258 Slovakia
37297.652 47086.758 51370.009 45647.497 44823.765 Ukraine
102.235 121.196 140.669 159.583 163.692 Channel Islands
4268.27 4930.118 5140.332 5550.959 5669.081 Denmark
1100.998 1360.236 1565.32 1332.089 1312.558 Estonia
31.504 38.587 48.031 48.567 48.199 Faeroe Islands
4008.299 4606.74 4986.705 5367.693 5503.457 Finland
142.656 204.392 254.83 318.042 329.425 Iceland
2913.093 2947.339 3563.106 4617.334 4688.465 Ireland
55.253 56.712 70.312 84.327 87.78 Isle of Man
1949 2365.753 2663.985 2090.519 1970.503 Latvia
2567.402 3137.373 3697.393 3122.835 2878.405 Lithuania
3265.278 3875.719 4240.375 4891.251 5210.967 Norway
7009.913 8049.049 8559.107 9382.297 9779.426 Sweden
50616.012 55611.401 57110.117 62716.684 64715.81 United Kingdom
1263.171 2150.602 3281.453 2901.883 2896.679 Albania
6.197 24.279 54.511 84.419 70.473 Andorra
2661.293 3745.637 4526.996 3835.258 3810.416 Bosnia and Herzegovina
3850.295 4423.073 4776.374 4316.425 4240.317 Croatia
20.498 24.661 26.833 30.732 32.217 Gibraltar
7566.002 8778.676 10131.737 11177.509 10954.617 Greece
0.905 0.648 0.77 0.799 0.8 Holy See
46598.602 53522.67 57007.577 59588.007 59797.685 Italy
311.997 304.414 355.707 412.064 418.67 Malta
394.738 519.697 614.999 621.952 625.781 Montenegro
8416.969 8670.352 9890.319 10584.837 10349.803 Portugal
12.781 19.136 24.045 30.69 31.781 San Marino
6732.256 8119.861 9517.67 9059.046 8850.975 Serbia
1473.094 1669.583 2006.52 2052.48 2067.526 Slovenia
28069.737 33923.24 39192.055 46601.492 46121.699 Spain
1254.444 1720.798 1996.227 2062.443 2078.453 TFYR Macedonia
6936.445 7509.746 7706.571 8391.986 8544.586 Austria
8628.489 9664.32 9978.241 10929.978 11299.192 Belgium
41879.607 50843.83 56943.299 62961.136 64395.345 France
69786.246 78366.605 78958.237 80435.307 80688.545 Germany
13.757 21.266 28.745 36.276 37.531 Liechtenstein
296.001 339.673 381.787 507.889 567.11 Luxembourg
20 23.484 29.438 36.845 37.731 Monaco
10027.047 12964.88 14915.139 16631.571 16924.929 Netherlands
4668.088 6169.357 6673.92 7830.534 8298.663 Switzerland
5.121 6.4 8.334 13.768 14.614 Anguilla
46.301 65.369 61.906 87.233 91.818 Antigua and Barbuda
38.066 59.065 62.148 101.597 103.889 Aruba
79.088 169.356 256.338 360.83 388.019 Bahamas
210.995 238.847 260.374 279.566 284.215 Barbados
7.441 9.802 16.459 27.223 30.117 British Virgin Islands
7.123 10.359 13.014 20.942 24.861 Caribbean Netherlands
6.413 9.144 25.009 55.509 59.967 Cayman Islands
5919.997 8715.123 10582.082 11308.133 11389.562 Cuba
51.101 71.076 70.928 71.167 72.68 Dominica
2364.65 4503.114 7183.646 9897.983 10528.391 Dominican Republic
76.676 94.43 96.286 104.677 106.825 Grenada
209.999 319.329 389.907 456.822 468.45 Guadeloupe
3221.277 4708.639 7099.733 9999.617 10711.067 Haiti
1402.896 1873.353 2385.806 2741.253 2793.335 Jamaica
222.001 325.017 358.458 394.69 396.425 Martinique
13.521 11.629 10.734 4.953 5.125 Montserrat
2218 2709.813 3517.984 3709.671 3683.238 Puerto Rico
46.054 44.882 40.833 52.352 55.572 Saint Kitts and Nevis
82.783 104.162 138.18 177.397 184.999 Saint Lucia
67 90.457 107.509 109.316 109.462 Saint Vincent and the Grenadines
1.497 6.862 28.546 33.125 38.745 Sint Maarten (Dutch part)
645.628 945.996 1221.904 1328.095 1360.088 Trinidad and Tobago
5.047 5.632 11.55 30.993 34.339 Turks and Caicos Islands
26.795 64.07 103.253 106.382 106.291 United States Virgin Islands
68.918 122.179 187.552 321.609 359.287 Belize
959.489 1848.873 3095.994 4545.273 4807.85 Costa Rica
2199.897 3668.592 5252.082 6038.306 6126.583 El Salvador
3146.073 5423.384 9158.547 14732.261 16342.897 Guatemala
1487.235 2691.309 4903.363 7503.875 8075.06 Honduras
28012.558 52029.859 85609.404 118617.542 127017.224 Mexico
1294.993 2398.095 4144.564 5737.722 6082.032 Nicaragua
859.66 1519.293 2471.01 3620.506 3929.141 Panama
17150.335 23973.062 32729.74 41222.875 43416.755 Argentina
3089.649 4505.774 6856.246 9918.245 10724.705 Bolivia (Plurinational State of)
53974.726 95982.453 150393.143 198614.208 207847.528 Brazil
6142.899 9561.868 13141.202 17015.048 17948.141 Chile
12340.899 22061.214 34271.563 45918.101 48228.704 Colombia
3470.162 6072.52 10218.085 14934.692 16144.363 Ecuador
2.261 1.991 1.993 2.856 2.903 Falkland Islands (Malvinas)
25.479 47.929 115.782 233.795 268.606 French Guiana
406.562 695.561 720.282 753.362 767.085 Guyana
1473.245 2474.102 4213.74 6209.877 6639.123 Paraguay
7727.735 13341.071 21826.658 29373.644 31376.67 Peru
214.999 371.268 408.276 518.141 542.975 Suriname
2238.506 2809.799 3109.987 3374.414 3431.555 Uruguay
5481.977 11587.758 19861.959 28995.745 31108.083 Venezuela (Bolivarian Republic of)
37.26 52.286 60.931 63.954 62.004 Bermuda
13736.997 21439.2 27662.44 34126.173 35939.927 Canada
22.998 46.075 55.603 56.546 56.186 Greenland
4.573 5.457 6.279 6.274 6.288 Saint Pierre and Miquelon
157813.04 209485.807 252847.81 309876.17 321773.631 United States of America
8177.344 12904.76 17096.869 22162.863 23968.973 Australia
1908.001 2819.548 3397.534 4369.027 4528.526 New Zealand
288.993 520.529 728.626 859.952 892.145 Fiji
64.824 105.025 168.537 246.345 263.118 New Caledonia
1708.192 2434.755 4157.903 6847.517 7619.321 Papua New Guinea
89.793 160.292 311.849 526.177 583.591 Solomon Islands
47.695 85.388 146.633 236.299 264.652 Vanuatu
59.65 83.88 130.482 159.44 169.885 Guam
33.05 51.181 72.411 102.648 112.423 Kiribati
13 20.397 47.3 52.428 52.993 Marshall Islands
32 61.433 96.331 103.619 104.46 Micronesia (Fed. States of)
2.953 6.493 9.157 10.025 10.222 Nauru
6.999 13.203 43.972 53.86 55.07 Northern Mariana Islands
7.441 11.481 15.089 20.47 21.291 Palau
18.937 27.292 47.044 55.636 55.538 American Samoa
15.079 21.406 17.613 20.284 20.833 Cook Islands
60.268 110.496 198.37 268.065 282.764 French Polynesia
4.667 5.13 2.332 1.621 1.61 Niue
82.102 143.175 162.865 186.029 193.228 Samoa
1.57 1.618 1.609 1.135 1.25 Tokelau
47.22 84.37 95.152 103.947 106.17 Tonga
5.166 7.296 9.004 9.827 9.916 Tuvalu
7.002 8.84 13.88 13.565 13.151 Wallis and Futuna Islands
